Fecha;Especie;Nombre vulgar;Nº Ficha;Paraje;Causa;Muerte;Mun. recogida;Observaciones;Causa2;id_addr;address2
Microchip: 982126050558700;Otros;487;Tabaiba - El Rosario
06/04/2018;Caretta caretta;Tortuga Boba;9604 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;NA;Debilidad agotamiento;431;Puerto Colon - Adeje
09/04/2018;Caretta caretta;Tortuga Boba;9611 - actual;ALCALÁ - GUÍA DE ISORA;Otros;No;GUÍA DE ISORA;Muerta flotando a la deriva.
Descomposición moderada.
Servicios de limpieza.;Otros;12;Alcala - Guia De Isora
12/04/2018;Caretta caretta;Tortuga Boba;9625 - actual;TAGANANA - SANTA CRUZ DE TENERIFE;Otros;No;SANTA CRUZ DE TENERIFE;Rescatada flotando a la deriva todavía viva por un surfista.
Tiene musgo en caparazón y aletas.;Otros;494;Taganana - Santa Cruz De Tenerife
16/04/2018;Caretta caretta;Tortuga Boba;9636 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Artes de pesca;No;SANTIAGO DEL TEIDE;Sedal en boca y ano.
Musgo en caparazón.;Artes de pesca;228;Los Gigantes - Santiago Del Teide
23/04/2018;Caretta caretta;Tortuga Boba;9671 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Aleta delantera derecha necrosada por corte con nylon
Operación: Amputación aleta derecha 08/05/2018, Liberada por ECAN ecoturismo
;Artes de pesca;431;Puerto Colon - Adeje
26/04/2018;Caretta caretta;Tortuga Boba;9681 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;No se aprecia nada.
Muy fuerte y activa, falta pesar.;Otros;431;Puerto Colon - Adeje
27/04/2018;Caretta caretta;Tortuga Boba;9688 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;Recogida del mar por el barco One for you. Pequeñas ulceras blancas en ambos ojos, muy activa. Liberacion desde barco por Atlantic Eco Sperience.;Indeterminado;431;Puerto Colon - Adeje
29/04/2018;Caretta caretta;Tortuga Boba;9693 - actual;MUELLE - SANTA CRUZ DE TENERIFE;Indeterminado;No;SANTA CRUZ DE TENERIFE;Flotando y llena de musgo.;Indeterminado;260;Muelle - Santa Cruz De Tenerife
06/05/2018;Caretta caretta;Tortuga Boba;9714 - actual;BAJAMAR - LA LAGUNA;Indeterminado;No;LA LAGUNA;Avanzado estado de descomposición.;Indeterminado;34;Bajamar - La Laguna
13/05/2018;Caretta caretta;Tortuga Boba;9734 - actual;PUERTO COLÓN - ADEJE;Enfermedad;No;ADEJE;La tortuga está hinchada.;Enfermedad;431;Puerto Colon - Adeje
15/05/2018;Caretta caretta;Tortuga Boba;9746 - actual;PUERTO COLÓN - ADEJE;Enfermedad;No;ADEJE;Musgo en el caparazón, flota;Enfermedad;431;Puerto Colon - Adeje
17/05/2018;Caretta caretta;Tortuga Boba;9768 - actual;PLAYAS LAS VISTAS - ARONA;Indeterminado;No;ARONA;Apareció en la playa.;Indeterminado;383;Playas Las Vistas - Arona
24/05/2018;Caretta caretta;Tortuga Boba;9801 - actual;MESAS DEL MAR - TACORONTE;Indeterminado;No;TACORONTE;NA;Indeterminado;253;Mesas Del Mar - Tacoronte
30/05/2018;Caretta caretta;Tortuga Boba;9839 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Choque con embarcación;No;SANTIAGO DEL TEIDE;Presenta grandes cortes en el caparazón e incluso en sus órganos (pulmón perforado). Se recogió viva, pero al llegar al centro ya estaba muerta.;Choque con embarcación;228;Los Gigantes - Santiago Del Teide
31/05/2018;Caretta caretta;Tortuga Boba;9844 - actual;LOS CRISTIANOS - ARONA;Indeterminado;No;ARONA;Alto estado de descomposición.;Indeterminado;221;Los Cristianos - Arona
01/06/2018;Caretta caretta;Tortuga Boba;9854 - actual;LAS CALETILLAS - CANDELARIA;Artes de pesca;No;CANDELARIA;Enmallada en una gran red de pesca.Liberada por Neotrópico;Artes de pesca;196;Las Caletillas - Candelaria
03/06/2018;Caretta caretta;Tortuga Boba;9866 - actual;PLAYA FAÑABE - ADEJE;Enfermedad;No;ADEJE;Se encuentra a la deriva con musgo en el caparazón.;Enfermedad;343;Playa Fañabe - Adeje
03/06/2018;Caretta caretta;Tortuga Boba;9867 - actual;SAN ANDRES - SANTA CRUZ DE TENERIFE;Artes de pesca;No;SANTA CRUZ DE TENERIFE;Rescatada por un pescador de la dársena. Falta movilidad en aleta izquierda por enmallamiento.;Artes de pesca;479;San Andres - Santa Cruz De Tenerife
06/06/2018;Caretta caretta;Tortuga Boba;9877 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;Si;ADEJE;Dos tortugas enredadas en sedal de nylon. Aleta delantera derecha lesionada por el sedal pero sin necropsia;Artes de pesca;431;Puerto Colon - Adeje
06/06/2018;Caretta caretta;Tortuga Boba;9879 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Recogida junto a la 8977 enredadas en sedal de nylon.  llevaba muerta varios días;Artes de pesca;431;Puerto Colon - Adeje
11/06/2018;Caretta caretta;Tortuga Boba;9899 - actual;EL MÉDANO - GRANADILLA;Enmallada;No;GRANADILLA;Lib con Voluntariado Cabildo.;Enmallada;101;El Medano - Granadilla
11/06/2018;Caretta caretta;Tortuga Boba;9900 - actual;EL MÉDANO - GRANADILLA;Enmallada;No;GRANADILLA;Enredada junto a la anterior , gran estado de descomposición;Enmallada;101;El Medano - Granadilla
12/06/2018;Caretta caretta;Tortuga Boba;9915 - actual;PLAYA FAÑABE - ADEJE;Enfermedad;No;ADEJE;Musgo en el caparazón, flotando a 3 mill de Fañabé. lib loro parque;Enfermedad;343;Playa Fañabe - Adeje
13/06/2018;Caretta caretta;Tortuga Boba;9923 - actual;PLAYA FAÑABE - ADEJE;Enfermedad;No;ADEJE;Musgo en el caparazón, flota. lib por loro parque;Enfermedad;343;Playa Fañabe - Adeje
14/06/2018;Caretta caretta;Tortuga Boba;9934 - actual;PLAYA FAÑABE - ADEJE;Indeterminado;No;ADEJE;Avanzado estado descomposición. 4;Indeterminado;343;Playa Fañabe - Adeje
15/06/2018;Caretta caretta;Tortuga Boba;9937 - actual;La Caleta  - Adeje;Indeterminado;No;ADEJE;Varada Muerta
;Indeterminado;170;La Caleta  - Adeje
16/06/2018;Caretta caretta;Tortuga Boba;9938 - actual;LOS CRISTIANOS - ARONA;Enfermedad;Si;ARONA;Muy débil, Musgo en el caparazón Parte trasera del caparazón roto. Recogida flotando a la deriva a unas 3 millas de los Cristianos;Enfermedad;221;Los Cristianos - Arona
20/06/2018;Caretta caretta;Tortuga Boba;9971 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Enmallada, sin heridas. Liberada por Neotrópico.;Artes de pesca;431;Puerto Colon - Adeje
20/06/2018;Caretta caretta;Tortuga Boba;9972 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Aleta trasera izquierda necrosada. Se amputa el 27/06/2018. Enmallamiento.;Artes de pesca;431;Puerto Colon - Adeje
26/06/2018;Caretta caretta;Tortuga Boba;10004 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Liberada por CRFS.;Otros;431;Puerto Colon - Adeje
27/06/2018;Caretta caretta;Tortuga Boba;10007 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;Corte en las dos aletas por enmallamiento. La derecha medio necrosada, amputada el 27/06/2018.  liberada sin microchio (se acabaron);Artes de pesca;109;El Poris - Arico
03/07/2018;Caretta caretta;Tortuga Boba;10047 - actual;JOVER - LA LAGUNA;Indeterminado;No;LA LAGUNA;Sin microchip. El 04/07/2018 se le hizo la necropsia y se trasladó al PIRS. Buen aspecto general. Causa de muerte indeterminada.;Indeterminado;157;Jover - La Laguna
06/07/2018;Caretta caretta;Tortuga Boba;10065 - actual;PLAYAS LAS VISTAS - ARONA;Indeterminado;No;ARONA;En avanzado estado de descomposición. No tiene microchip.;Indeterminado;383;Playas Las Vistas - Arona
09/07/2018;Caretta caretta;Tortuga Boba;10075 - actual;PLAYA FAÑABE - ADEJE;Otros;No;ADEJE;Liberada por Draco. Recogida por Santiago V.E.N;Otros;343;Playa Fañabe - Adeje
16/07/2018;Caretta caretta;Tortuga Boba;10105 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Muy flaca. Nylon asomando por el ano. liberada por Neotrópico;Debilidad agotamiento;431;Puerto Colon - Adeje
24/07/2018;Caretta caretta;Tortuga Boba;10153 - actual;PUERTO COLÓN - ADEJE;Enfermedad;No;ARONA;Muy activa. Mudando las escamas, dermatitis. Se han enviado muestras del caparazón al laboratorio.;Enfermedad;431;Puerto Colon - Adeje
26/07/2018;Caretta caretta;Tortuga Boba;10161 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;La encontraron flotando a 2 millas frente Puerto Colón (Adeje). No se le encontró microchip y presentaba mucho musgo en el caparazón. Neotrópico.;Otros;431;Puerto Colon - Adeje
31/07/2018;Caretta caretta;Tortuga Boba;10189 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;La tortuga se encontró flotando. Liberada por Yayi y el consejero no fue.;Otros;431;Puerto Colon - Adeje
03/08/2018;Caretta caretta;Tortuga Boba;10204 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Caparazón con mucho musgo y suciedad. Parásitos "sacabocados" en caparazón. No presentaba microchip. Se extrajeron muestras de su caparazón y de los parásitos que presentaba en el.;Debilidad agotamiento;431;Puerto Colon - Adeje
03/08/2018;Caretta caretta;Tortuga Boba;10205 - actual;EL PORIS - ARICO;Otros;No;NA;No presentaba microchip. Muy gorda.;Otros;109;El Poris - Arico
05/08/2018;Caretta caretta;Tortuga Boba;10216 - actual;PUERTO COLÓN - ADEJE;Enfermedad;No;ADEJE;Flota y no se hunde. No tenía microchip.;Enfermedad;431;Puerto Colon - Adeje
10/08/2018;Caretta caretta;Tortuga Boba;10253 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;No presentaba microchip. Enrollada en el Nylon.;Artes de pesca;109;El Poris - Arico
12/08/2018;Caretta caretta;Tortuga Boba;10259 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;NA;Otros;431;Puerto Colon - Adeje
15/08/2018;Caretta caretta;Tortuga Boba;10271 - actual;LAS ERAS - FASNIA;Artes de pesca;No;FASNIA;No presentaba microchip. Tortuga afectada por artes de pesca y en alto estado de descomposición.;Artes de pesca;199;Las Eras - Fasnia
17/08/2018;Caretta caretta;Tortuga Boba;10278 - actual;RADAZUL - EL ROSARIO;Debilidad agotamiento;Si;EL ROSARIO;Estaba flaca y presentaba parásitos y algas en el caparazón. No mueve las aletas traseras.;Debilidad agotamiento;470;Radazul - El Rosario
21/08/2018;Caretta caretta;Tortuga Boba;10294 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Liberación masiva en alta mar.;Debilidad agotamiento;431;Puerto Colon - Adeje
21/08/2018;Caretta caretta;Tortuga Boba;10295 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Suelta masiva en alta mar.;Debilidad agotamiento;431;Puerto Colon - Adeje
25/08/2018;Caretta caretta;Tortuga Boba;10308 - actual;Puerto de Granadilla - Granadilla;Indeterminado;No;GRANADILLA;En estado de putrefacción. No presentaba microchip.;Indeterminado;438;Puerto De Granadilla - Granadilla
25/08/2018;Caretta caretta;Tortuga Boba;10309 - actual;EL PORIS - ARICO;Indeterminado;No;ARICO;En estado de putrefacción. No presentaba microchip.;Indeterminado;109;El Poris - Arico
26/08/2018;Caretta caretta;Tortuga Boba;10312 - actual;PUERTO COLÓN - ADEJE;Enmallada;No;ADEJE;Fue encontrada en alta mar, enmallada en un saco de rafia que le produjo un pequeño corte en el cuello. No tenía microchip. Se liberó en la suelta masiva de tortugas.;Enmallada;431;Puerto Colon - Adeje
26/08/2018;Caretta caretta;Tortuga Boba;10313 - actual;LAS CALETILLAS - CANDELARIA;Indeterminado;No;CANDELARIA;Muy podrida, presentaba el caparazón roto. No presentaba microchip.;Indeterminado;196;Las Caletillas - Candelaria
01/09/2018;Caretta caretta;Tortuga Boba;10331 - actual;PUERTO COLÓN - ADEJE;Otros;Si;ADEJE;No presentaba microchip.;Otros;431;Puerto Colon - Adeje
01/09/2018;Caretta caretta;Tortuga Boba;10332 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Mordida en el lado derecho del caparazón. Jaime.;Otros;431;Puerto Colon - Adeje
05/09/2018;Caretta caretta;Tortuga Boba;10342 - actual;PLAYA FAÑABE - ADEJE;Otros;No;ADEJE;Fue encontrada flotando a la deriva. Presentaba musgo en el caparazón.;Otros;343;Playa Fañabe - Adeje
06/09/2018;Caretta caretta;Tortuga Boba;10345 - actual;PLAYA FAÑABE - ADEJE;Otros;No;ADEJE;Fue hallada flotando, muy débil. Presenta una protuberancia en el caparazón, además de percebes y musgo en aletas.;Otros;343;Playa Fañabe - Adeje
08/09/2018;Caretta caretta;Tortuga Boba;10353 - actual;EL PORIS - ARICO;Otros;No;ARICO;NA;Otros;109;El Poris - Arico
09/09/2018;Caretta caretta;Tortuga Boba;10358 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;Dermatitis severa en la altura de la clavícula, en la dermis del lado derecho de las aletas delanteras. Liberada en alta mar por Bonadea;Artes de pesca;109;El Poris - Arico
10/09/2018;Caretta caretta;Tortuga Boba;10363 - actual;PLAYA FAÑABE - ADEJE;Artes de pesca;No;ADEJE;Se encontraba en avanzado estado de descomposición y no presentaba microchip. Se halló flotando a la deriva enredada en una cinta plástica.;Artes de pesca;343;Playa Fañabe - Adeje
12/09/2018;Caretta caretta;Tortuga Boba;10368 - actual;LAS ERAS - FASNIA;Indeterminado;No;FASNIA;Muy descompuesta;Indeterminado;199;Las Eras - Fasnia
12/09/2018;Caretta caretta;Tortuga Boba;10369 - actual;LAS ERAS - FASNIA;Indeterminado;No;FASNIA;Descompuesta;Indeterminado;199;Las Eras - Fasnia
07/09/2018;Caretta caretta;Tortuga Boba;10370 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;Ahorcada con Rafia.;Artes de pesca;109;El Poris - Arico
13/09/2018;Caretta caretta;Tortuga Boba;10375 - actual;CANDELARIA - CANDELARIA;Artes de pesca;No;CANDELARIA;Encontrada a 2 millas. Enredada en una gran red de pesca, le falta la aleta trasera izda. Por el lado derecho tiene 4 escudos, por el izdo 5.;Artes de pesca;54;Candelaria - Candelaria
14/09/2018;Caretta caretta;Tortuga Boba;10378 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Enfermedad;No;SANTIAGO DEL TEIDE;Algas y musgos en la ateta trasera izda. Flota;Enfermedad;228;Los Gigantes - Santiago Del Teide
14/09/2018;Caretta caretta;Tortuga Boba;10380 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Flaca, poca cosa. Activa. Liberada por Neotrópico;Debilidad agotamiento;431;Puerto Colon - Adeje
16/09/2018;Caretta caretta;Tortuga Boba;10385 - actual;PUERTO COLÓN - ADEJE;Rafia;No;ADEJE;Pequeños cortes en el cuello con rafia. Se recogió a 2 millas de Puerto Colón con saco de rafia. No presentaba microchip y se liberó en la liberación masiva en alta mar.;Otros;431;Puerto Colon - Adeje
25/09/2018;Caretta caretta;Tortuga Boba;10416 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Aleta delantera enmallada.;Artes de pesca;431;Puerto Colon - Adeje
26/09/2018;Caretta caretta;Tortuga Boba;10424 - actual;PUERTO COLÓN - ADEJE;Choques;No;ADEJE;Cortes en caparazón por hélice de barco.
Muy descompuesta.
Grande, más de 25 kg.
Se lleva al PIRS.;Choques;431;Puerto Colon - Adeje
29/09/2018;Caretta caretta;Tortuga Boba;10446 - actual;PUERTO COLÓN - ADEJE;NA;No;ADEJE;NA;NA;431;Puerto Colon - Adeje
01/10/2018;Caretta caretta;Tortuga Boba;10452 - actual;PLAYA FAÑABE - ADEJE;Debilidad agotamiento;No;ADEJE;NA;Debilidad agotamiento;343;Playa Fañabe - Adeje
10/10/2018;Caretta caretta;Tortuga Boba;10475 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;Artes de pesca;No;GUÍA DE ISORA;Nylon en la boca. Liberación en alta mar.
Peso:
L.R.: 
L.C.:
A.R.:
A.C.:;Artes de pesca;375;Playa San Juan - Guia De Isora
11/10/2018;Caretta caretta;Tortuga Boba;10477 - actual;PLAYA FAÑABE - ADEJE;Otros;No;ADEJE;Musgo en el caparazón, encontrada en alta mar.;Otros;343;Playa Fañabe - Adeje
14/10/2018;Caretta caretta;Tortuga Boba;10487 - actual;NA;Indeterminado;No;ARONA;- Avanzado estado de descomposición.
-Llevada a Puerto Colón, flotando a la deriva.;Indeterminado;NA;NA
16/10/2018;Caretta caretta;Tortuga Boba;10495 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;NA;Artes de pesca;431;Puerto Colon - Adeje
24/10/2018;Caretta caretta;Tortuga Boba;10506 - actual;Punta de Teno - Buenavista;Artes de pesca;No;BUENAVISTA DEL NORTE;Aleta trasera derecha necrosada por enmallamiento.
Liberación en alta mar
No presenta microchip.;Artes de pesca;457;Punta De Teno - Buenavista
02/11/2018;Caretta caretta;Tortuga Boba;10519 - actual;PUERTO COLÓN - ADEJE;Choque con embarcación;Si;ADEJE;Fractura del caparazón que le seccionó la médula. Paralitica de las aletas traseras.;Choque con embarcación;431;Puerto Colon - Adeje
09/11/2018;Caretta caretta;Tortuga Boba;10522 - actual;PLAYA FAÑABE - ADEJE;Artes de pesca;No;ADEJE;Anzuelo en boca y en aleta derecha.;Artes de pesca;343;Playa Fañabe - Adeje
07/12/2018;Caretta caretta;Tortuga Boba;10563 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Choque con embarcación;Si;SANTIAGO DEL TEIDE;Politraumatismo y septisemia.
2 cortes en el caparazón y musgo en el caparazón con percebes.;Choque con embarcación;228;Los Gigantes - Santiago Del Teide
09/12/2018;Caretta caretta;Tortuga Boba;10565 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Corte en la aleta delantera izquierda. Aleta derecha con mordida de tiburón;Artes de pesca;431;Puerto Colon - Adeje
17/12/2018;Caretta caretta;Tortuga Boba;10572 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;Cortes en aletas traseras y delantera derecha.
Estaba flotando con una red, muy flaca.;Artes de pesca;109;El Poris - Arico
28/12/2018;Caretta caretta;Tortuga Boba;10578 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Enmallada en cabos de nasa, cortes en el caparazón viejos de tiburón.;Artes de pesca;431;Puerto Colon - Adeje
22/02/2019;Caretta caretta;Tortuga Boba;10671 - actual;ARONA - ARONA;Indeterminado;No;ARONA;Destino PIRS;Indeterminado;31;Arona - Arona
22/02/2019;Caretta caretta;Tortuga Boba;10672 - actual;LAS GALLETAS - ARONA;Otros;No;ARONA;NA;Otros;203;Las Galletas - Arona
25/02/2019;Caretta caretta;Tortuga Boba;10678 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;NA;Debilidad agotamiento;431;Puerto Colon - Adeje
26/02/2019;Caretta caretta;Tortuga Boba;10684 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Musgo en el caparazón, pequeños roces y sacabocados en el plastrón que es cóncavo tirando a plano. Encontrada flotando a la deriva a dos millas de costa Adeje.;Otros;431;Puerto Colon - Adeje
27/02/2019;Caretta caretta;Tortuga Boba;10691 - actual;MUELLE - SANTA CRUZ DE TENERIFE;NA;No;SANTA CRUZ DE TENERIFE;Corte en la parte trasera izquierda del caparazón. Transladada al PIRS, el 28/02/2019;NA;260;Muelle - Santa Cruz De Tenerife
03/03/2019;Caretta caretta;Tortuga Boba;10700 - actual;PLAYA FAÑABE - ADEJE;Enfermedad;No;ADEJE;Musgo en el caparazón, cuello inflamado.;Enfermedad;343;Playa Fañabe - Adeje
10/03/2019;Caretta caretta;Tortuga Boba;10717 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;NA;Otros;431;Puerto Colon - Adeje
17/03/2019;Caretta caretta;Tortuga Boba;10733 - actual;EL PORIS - ARICO;NA;No;ARICO;Podrida nivel 4 de descomposición;NA;109;El Poris - Arico
29/03/2019;Caretta caretta;Tortuga Boba;10773 - actual;Igueste de San Andrés (Barranco) - santa Cruz;Choque con embarcación;No;SANTA CRUZ DE TENERIFE;Corte en el cuello, no tiene microchips;Choque con embarcación;154;Igueste De San Andres (barranco) - Santa Cruz
06/04/2019;Caretta caretta;Tortuga Boba;10808 - actual;ARONA - ARONA;Indeterminado;No;ARONA;Indeterminada la causa. Gran estado de descomposición enviada al PIRS.
MEDIDAS
LR: 63.4
LC:67.1
AR:57.2
AC:62;Indeterminado;31;Arona - Arona
07/04/2019;Caretta caretta;Tortuga Boba;10813 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Recogida nuevamente el dia 17/04/2019 en Puerto Colón Adeje por el Bonadea.
Alsir 5% 22/04/2019 hasta el 28/04/2019
Segunda liberación el 28/04/2019 en la playa de la Viuda, Arafo
No marcada por nosotros;Debilidad agotamiento;431;Puerto Colon - Adeje
07/04/2019;Caretta caretta;Tortuga Boba;10814 - actual;LOS CRISTIANOS - ARONA;Choques;No;ARONA;Caparazón roto supurando sangre, se alimenta con sonda, el 13 de mayo se coloca fibra a 25 de octubre nada y come bien, la herida casi cerrada ya.;Choques;221;Los Cristianos - Arona
09/04/2019;Caretta caretta;Tortuga Boba;10824 - actual;PLAYA FAÑABE - ADEJE;Enfermedad;Si;ADEJE;Caquexia, musgo en el caparazón y muy débil y flaca, tratamiento Alsir 5%, no mejora.;Enfermedad;343;Playa Fañabe - Adeje
11/04/2019;Caretta caretta;Tortuga Boba;10830 - actual;EL MÉDANO - GRANADILLA;Artes de pesca;No;GRANADILLA;Esqueletizada enredada en redes de pesca, Haciendo Laura y Adal una liberación de tortugas encontraron el cadaver en la misma playa;Artes de pesca;101;El Medano - Granadilla
13/04/2019;Caretta caretta;Tortuga Boba;10838 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;Enredada en un saco de rafia. Pequeño corte en el cuello y en la aleta izquierda trasera. Se chipó en el centro;Artes de pesca;109;El Poris - Arico
26/04/2019;Caretta caretta;Tortuga Boba;10883 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;ENREDADA EN RAFIA. A 2 MILLAS DE PUERTO COLÓN. 
SIN MICROCHIP (NO QUEDABAN)
LIBERADA ENTRE LAS GALLETAS Y MONTAÑA AMARILLA;Artes de pesca;431;Puerto Colon - Adeje
26/04/2019;Caretta caretta;Tortuga Boba;10884 - actual;EL MÉDANO - GRANADILLA;Artes de pesca;Si;GRANADILLA;MUERTE POR CAQUEXIA;Artes de pesca;101;El Medano - Granadilla
28/04/2019;Caretta caretta;Tortuga Boba;10891 - actual;PUERTO COLÓN - ADEJE;Otros;Si;ADEJE;RECOGIDA A 3 MILLAS DE PUERTO COLÓN A LA DERIVA.;Otros;431;Puerto Colon - Adeje
30/04/2019;Caretta caretta;Tortuga Boba;10904 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;LIBERADA LORO PARQUE;Debilidad agotamiento;431;Puerto Colon - Adeje
30/04/2019;Caretta caretta;Tortuga Boba;10905 - actual;NA;Otros;No;ADEJE;PEQUEÑO CORTE EN EL CUELLO.;Otros;NA;NA
02/05/2019;Caretta caretta;Tortuga Boba;10915 - actual;EL PALMAR - BUENAVISTA DEL NORTE;Indeterminado;No;ARONA;GRAN ESTADO DE DESCOMPOSICIÓN.;Indeterminado;104;El Palmar - Buenavista Del Norte
03/05/2019;Caretta caretta;Tortuga Boba;10917 - actual;MARTIANEZ - PUERTO DE LA CRUZ;Indeterminado;No;PUERTO DE LA CRUZ;EN DESCOMPOSICIÓN;Indeterminado;249;Martianez - Puerto De La Cruz
07/05/2019;Caretta caretta;Tortuga Boba;10938 - actual;PUERTO COLÓN - ADEJE;Choque con embarcación;No;ADEJE;Corte ien el lado izdo del caparazón, parece de hélice;Choque con embarcación;431;Puerto Colon - Adeje
11/05/2019;Caretta caretta;Tortuga Boba;10947 - actual;EL PORIS - ARICO;Indeterminado;No;ARICO;avanzado estado de descomposición, se lleva al PIRS;Indeterminado;109;El Poris - Arico
11/05/2019;Caretta caretta;Tortuga Boba;10948 - actual;EL MÉDANO - GRANADILLA;Rafia;Si;GRANADILLA;Aleta delantera izda necrosada por rafia. se amputa el 4/07.Del 13 al 20 se trata con alsir al 5% 1cc Esta muy débil y no come. Se alimenta con sonda del 9 al 21 de julio, Aparece muerta la mañana del 25;Otros;101;El Medano - Granadilla
13/05/2019;Caretta caretta;Tortuga Boba;10956 - actual;MUELLE - SANTA CRUZ DE TENERIFE;Rafia;No;SANTA CRUZ DE TENERIFE;Enrollada en un saco de rafia pero sin lesiones;Otros;260;Muelle - Santa Cruz De Tenerife
14/05/2019;Caretta caretta;Tortuga Boba;10970 - actual;EL SOCORRO - ARAFO;Artes de pesca;No;GÜÍMAR;Liberada por Loro Parque;Artes de pesca;120;El Socorro - Arafo
16/06/2019;Caretta caretta;Tortuga Boba;10991 - actual;EL MÉDANO - GRANADILLA;Artes de pesca;No;GRANADILLA;muy descompuesta, le falta la cabeza, enredada en un cabo de nasa;Artes de pesca;101;El Medano - Granadilla
17/05/2019;Caretta caretta;Tortuga Boba;10999 - actual;PUERTO DE LAS GALLETAS - ARONA;Enmallada;No;ARONA;2 tortugas enmalladas en una red de arrastre, las dos muertas por ahogamiento;Enmallada;442;Puerto De Las Galletas - Arona
17/05/2019;Caretta caretta;Tortuga Boba;11000 - actual;PUERTO DE LAS GALLETAS - ARONA;Enmallada;No;ARONA;2 tortugas enmalladas en una red de arrastre, las dos muertas por ahogamiento;Enmallada;442;Puerto De Las Galletas - Arona
17/05/2019;Caretta caretta;Tortuga Boba;11001 - actual;PUERTO COLÓN - ADEJE;Enfermedad;No;ADEJE;. Tiene la zona caudal del caparazón necrosada. Se elimina el tejido necrosado y se recupera muy bien con furacin. liberada a 2 millas;Enfermedad;431;Puerto Colon - Adeje
17/05/2019;Caretta caretta;Tortuga Boba;11002 - actual;PUERTO COLÓN - ADEJE;Inanición;Si;ADEJE;Muy delgada baja movilidad, astenia y anorexia. Se diagnostica desnutricion;Otros;431;Puerto Colon - Adeje
18/05/2019;Caretta caretta;Tortuga Boba;11003 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;Enmallada en nylon. No se hunde llena de gases. algunos cortes en las aletas;Artes de pesca;109;El Poris - Arico
18/05/2019;Caretta caretta;Tortuga Boba;11004 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Corte en aleta delantera izda. Inflamada, lesión ocular en los dos ojos, se trata con gentamicina y oculos epitelizante;Artes de pesca;431;Puerto Colon - Adeje
18/05/2019;Caretta caretta;Tortuga Boba;11007 - actual;EL PORIS - ARICO;Rafia;No;ARICO;Enrollada en rafia;Otros;109;El Poris - Arico
19/05/2019;Caretta caretta;Tortuga Boba;11014 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;Enrollada en nylon, muy descompuesta;Artes de pesca;109;El Poris - Arico
24/05/2019;Caretta caretta;Tortuga Boba;11052 - actual;PALM-MAR - ARONA;Indeterminado;No;ARONA;Descompuesta, se lleva al PIRS;Indeterminado;289;Palm-mar - Arona
25/05/2019;Caretta caretta;Tortuga Boba;11053 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;Si;ADEJE;Pequeñita y floja;Debilidad agotamiento;431;Puerto Colon - Adeje
